acme_db_cpu,acme_db_mem,acme_web_cpu,acme_web_mem,db_host_cpu,web_host_cpu,Time,class,db_host_mem,httperf_num,httperf_per,request_rate,stress_ng_cpu,total_time,web_host_mem
31.6335,41.2348,50.3388,1.5279,16.9,37.3,1602391115,0.0,81.4126,12500,0.008,939.2,0,2.2,46.9621
24.3377,41.256,57.3618,1.5098,17.0,38.3,1602391128,0.0,81.3899,12500,0.008,939.2,0,2.2,46.1018
24.8771,41.353,47.7167,1.5103,18.7,38.9,1602391141,0.0,81.3845,12500,0.008,939.2,0,2.2,46.0969
26.1715,41.4558,59.4942,1.5098,17.9,37.7,1602391154,0.0,81.3435,12500,0.008,939.2,0,2.2,46.0769
16.8143,41.253,34.8898,1.4819,19.9,40.2,1602391713,0.0,82.4115,50000,0.002,1097.1,0,3.7,46.9528
37.2807,41.8798,62.9517,1.4379,23.4,37.2,1602391726,0.0,82.4196,50000,0.002,1097.1,0,3.7,46.9118
26.4439,41.5241,61.5573,1.4991,19.6,47.4,1602391739,0.0,82.4272,50000,0.002,1097.1,0,3.7,46.1573
28.3858,41.563,55.7488,1.5536,19.6,44.4,1602391752,0.0,81.5587,50000,0.002,1097.1,0,3.7,46.1951
30.2256,41.7121,59.7925,1.5648,20.0,38.5,1602391765,0.0,81.5613,50000,0.002,1097.1,0,3.7,46.2016
32.3942,41.9055,65.7053,1.5167,21.4,41.9,1602391778,0.0,81.5589,50000,0.002,1097.1,0,3.7,46.1458
33.269,42.2693,66.2073,1.5597,20.0,43.6,1602391791,0.0,81.5457,50000,0.002,1097.1,0,3.7,46.1883
30.7532,42.2858,62.8796,1.5174,18.8,46.1,1602391804,0.0,81.523,50000,0.002,1097.1,0,3.7,46.1367
3.9067,40.8208,7.0469,1.5719,6.2,9.8,1602392363,0.0,82.7116,3125,0.032,238.9,0,1.3,47.1948
6.5697,40.8309,13.6933,1.5172,7.1,11.5,1602392376,0.0,82.7104,3125,0.032,238.9,0,1.3,47.1188
7.5173,40.8324,14.9029,1.5172,6.9,11.7,1602392389,0.0,82.7045,3125,0.032,238.9,0,1.3,47.1195
6.8622,40.841,16.0354,1.2857,6.6,17.2,1602392402,0.0,82.7054,3125,0.032,238.9,0,1.3,46.873
11.2425,41.1611,11.5883,1.2857,24.4,11.4,1602392415,0.0,82.719,3125,0.032,238.9,0,1.3,45.9821
6.5606,41.1642,14.9167,1.2857,7.3,12.1,1602392428,0.0,81.8947,3125,0.032,238.9,0,1.3,45.9725
6.4954,41.1791,12.5892,1.2857,6.4,11.2,1602392441,0.0,81.8892,3125,0.032,238.9,0,1.3,45.9579
5.8805,41.1882,11.9318,1.2857,6.6,11.7,1602392454,0.0,81.8552,3125,0.032,238.9,0,1.3,45.9316
3.6787,39.7985,5.3797,1.3114,7.4,13.0,1602393000,0.0,83.14,6250,0.016,469.4,0,1.5,47.0696
11.6442,39.8108,30.2057,1.3529,10.7,41.2,1602393013,0.0,83.1367,6250,0.016,469.4,0,1.5,47.1187
16.9984,39.9639,29.0879,1.3587,23.9,22.4,1602393026,0.0,82.3008,6250,0.016,469.4,0,1.5,46.2711
14.2319,39.9727,27.7308,1.3712,10.7,21.9,1602393039,0.0,82.3046,6250,0.016,469.4,0,1.5,46.2937
12.6284,39.9826,26.9135,1.3587,10.4,20.4,1602393052,0.0,82.3008,6250,0.016,469.4,0,1.5,46.2587
11.3481,39.9901,25.3859,1.3523,10.6,20.3,1602393065,0.0,82.288,6250,0.016,469.4,0,1.5,46.2537
12.74,40.0048,29.7001,1.37,10.2,21.4,1602393078,0.0,82.3054,6250,0.016,469.4,0,1.5,46.259
11.8067,40.5606,25.4498,1.358,10.5,21.1,1602393091,0.0,82.2605,6250,0.016,469.4,0,1.5,46.2466
6.8665,40.1376,11.9616,1.4625,10.5,6.8,1602393650,0.0,83.5892,9375,0.012,631.5,0,1.8,47.4765
15.9715,40.1457,34.6674,1.4451,13.4,28.2,1602393663,0.0,83.5817,9375,0.012,631.5,0,1.8,47.5054
13.7035,40.1612,38.6389,1.4009,13.8,27.5,1602393676,0.0,82.7088,9375,0.012,631.5,0,1.8,47.4255
18.0173,40.1791,32.7183,1.3892,12.7,33.1,1602393689,0.0,82.7081,9375,0.012,631.5,0,1.8,47.4163
22.2986,40.7045,35.3404,1.377,12.7,27.8,1602393702,0.0,82.7118,9375,0.012,631.5,0,1.8,46.5217
16.8199,40.714,32.7333,1.3702,13.1,26.1,1602393715,0.0,82.7108,9375,0.012,631.5,0,1.8,46.5188
16.2441,40.7281,41.0406,1.3539,11.7,26.4,1602393728,0.0,82.7047,9375,0.012,631.5,0,1.8,46.5054
16.3333,40.7543,41.8743,1.377,12.1,26.1,1602393741,0.0,82.6973,9375,0.012,631.5,0,1.8,46.5054
18.8115,40.851,36.9929,1.365,13.6,27.3,1602393754,0.0,82.6628,9375,0.012,631.5,0,1.8,46.4955
14.4987,40.5929,16.517,1.3473,29.7,24.0,1602394378,0.0,83.9882,12500,0.008,939.3,0,2.3,47.8439
22.3531,40.3725,54.6829,1.5484,17.0,37.9,1602394391,0.0,83.9979,12500,0.008,939.3,0,2.3,47.9902
24.3773,40.417,58.6277,1.5116,16.5,36.8,1602394404,0.0,83.18,12500,0.008,939.3,0,2.3,48.0143
28.7122,40.5977,47.3041,1.5174,17.6,38.9,1602394417,0.0,83.1861,12500,0.008,939.3,0,2.3,47.1656
25.6247,40.749,53.9956,1.5536,17.5,37.8,1602394430,0.0,83.1778,12500,0.008,939.3,0,2.3,47.1335
29.4854,41.1871,49.1327,1.493,17.6,37.8,1602394443,0.0,83.168,12500,0.008,939.3,0,2.3,47.1213
25.462,41.2156,60.0434,1.5229,16.4,38.2,1602394456,0.0,83.1349,12500,0.008,939.3,0,2.3,47.1468
25.1817,41.2678,53.3446,1.536,17.5,38.8,1602394469,0.0,83.0885,12500,0.008,939.3,0,2.3,47.1431
11.8964,40.9667,30.3137,1.4092,15.5,35.3,1602395028,0.0,84.4613,50000,0.002,1092.4,0,4.7,48.081
25.2471,40.8685,61.0069,1.4772,20.5,55.1,1602395041,0.0,84.4748,50000,0.002,1092.4,0,4.7,48.1675
30.7458,41.1327,65.2806,1.55,27.1,42.2,1602395054,0.0,84.4762,50000,0.002,1092.4,0,4.7,48.2496
24.4671,41.1722,73.3917,1.5015,19.5,46.2,1602395067,0.0,83.6109,50000,0.002,1092.4,0,4.7,47.311
26.98,41.1923,56.0937,1.5677,18.2,45.2,1602395080,0.0,83.6169,50000,0.002,1092.4,0,4.7,47.382
26.0594,41.3232,56.6537,1.5132,20.1,43.6,1602395093,0.0,83.6351,50000,0.002,1092.4,0,4.7,47.3366
32.4477,41.6594,62.0136,1.525,20.4,41.3,1602395106,0.0,83.6217,50000,0.002,1092.4,0,4.7,47.3327
36.9504,42.1537,64.3075,1.5557,42.6,48.1,1602395119,0.0,83.6119,50000,0.002,1092.4,0,4.7,47.3114
9.3931,40.9566,7.5256,1.5937,14.5,7.6,1602395678,0.0,84.9989,3125,0.032,238.9,0,1.3,48.6738
6.3206,40.9639,14.0668,1.6,7.1,11.6,1602395691,0.0,85.0053,3125,0.032,238.9,0,1.3,48.6839
6.7109,40.7227,13.8713,1.6002,7.5,12.5,1602395704,0.0,84.9932,3125,0.032,238.9,0,1.3,48.6793
7.8699,40.7297,14.7354,1.5094,6.3,10.6,1602395717,0.0,84.1427,3125,0.032,238.9,0,1.3,48.5727
5.7214,40.74,11.9922,1.5094,6.2,10.9,1602395730,0.0,84.1478,3125,0.032,238.9,0,1.3,47.6373
10.8902,41.0297,12.7266,1.5095,7.7,12.9,1602395743,0.0,84.1611,3125,0.032,238.9,0,1.3,47.4515
5.5139,41.0418,11.963,1.3452,6.6,10.6,1602395756,0.0,84.1438,3125,0.032,238.9,0,1.3,47.4377
6.5178,41.0515,12.5648,1.3452,6.3,11.2,1602395769,0.0,84.1324,3125,0.032,238.9,0,1.3,47.4132
4.6429,39.7693,7.7068,1.3523,16.6,23.8,1602396315,0.0,85.4994,6250,0.016,469.4,0,1.5,48.4593
11.5374,39.7871,30.7542,1.3409,10.2,23.8,1602396328,0.0,85.4854,6250,0.016,469.4,0,1.5,48.4727
9.973,39.7954,27.3107,1.3639,17.8,20.9,1602396341,0.0,84.6576,6250,0.016,469.4,0,1.5,48.4776
19.275,40.1142,28.8456,1.3641,10.1,23.2,1602396354,0.0,84.6673,6250,0.016,469.4,0,1.5,47.6116
12.4762,40.1274,24.0471,1.3817,10.5,20.5,1602396367,0.0,84.6603,6250,0.016,469.4,0,1.5,47.6225
10.3939,40.122,28.1941,1.3695,9.4,19.9,1602396380,0.0,84.6374,6250,0.016,469.4,0,1.5,47.6046
11.4484,40.143,28.7554,1.3641,10.2,22.0,1602396393,0.0,84.6374,6250,0.016,469.4,0,1.5,47.582
19.98,40.5829,27.3725,1.3641,21.3,22.1,1602396406,0.0,84.6245,6250,0.016,469.4,0,1.5,47.5875
17.6365,39.8591,16.4385,1.5481,56.4,6.8,1602396965,0.0,85.5303,9375,0.012,631.5,0,1.7,49.0344
16.1506,39.8711,34.9688,1.5048,12.7,28.4,1602396978,0.0,85.5405,9375,0.012,631.5,0,1.7,49.0033
14.3544,39.8878,36.6027,1.4197,12.5,28.2,1602396991,0.0,85.5397,9375,0.012,631.5,0,1.7,48.9281
16.3776,39.897,35.5502,1.4132,11.7,26.2,1602397004,0.0,85.5299,9375,0.012,631.5,0,1.7,48.9048
14.0536,39.9112,30.3819,1.3766,12.9,26.4,1602397017,0.0,84.6612,9375,0.012,631.5,0,1.7,48.0132
22.5614,40.4109,37.3275,1.4022,12.9,26.9,1602397030,0.0,84.6735,9375,0.012,631.5,0,1.7,48.0071
16.2794,40.4145,34.6487,1.4023,12.0,25.9,1602397043,0.0,84.6577,9375,0.012,631.5,0,1.7,48.0075
14.2762,40.4361,36.3253,1.3792,11.9,26.3,1602397056,0.0,84.6396,9375,0.012,631.5,0,1.7,47.998
17.741,40.4474,38.7142,1.38,12.8,27.0,1602397069,0.0,84.5982,9375,0.012,631.5,0,1.7,47.9686
6.1891,39.6692,10.5345,1.5288,9.2,16.6,1602397693,0.0,85.9171,12500,0.008,939.3,0,3.2,49.255
33.0522,39.8864,61.5171,1.5353,17.7,37.3,1602397706,0.0,85.928,12500,0.008,939.3,0,3.2,49.2733
21.1601,39.8973,46.8922,1.517,16.7,37.3,1602397719,0.0,85.9213,12500,0.008,939.3,0,3.2,49.2569
24.109,39.8657,49.581,1.5518,16.7,38.5,1602397732,0.0,84.9731,12500,0.008,939.3,0,3.2,48.4277
25.137,39.9715,55.8488,1.4795,18.3,38.4,1602397745,0.0,84.9663,12500,0.008,939.3,0,3.2,48.3464
25.1139,40.1881,53.0276,1.4907,18.6,37.9,1602397758,0.0,84.9489,12500,0.008,939.3,0,3.2,48.3601
32.2729,40.344,57.1253,1.5227,17.0,37.8,1602397771,0.0,84.922,12500,0.008,939.3,0,3.2,48.4133
24.842,40.3559,58.7191,1.4614,17.1,38.5,1602397784,0.0,84.867,12500,0.008,939.3,0,3.2,48.3121
12.913,40.2503,24.5924,1.548,12.2,25.9,1602398343,0.0,85.8752,50000,0.002,1081.6,0,7.9,49.3734
25.5967,40.2631,70.6494,1.517,17.8,46.9,1602398356,0.0,85.8708,50000,0.002,1081.6,0,7.9,49.3974
32.7517,40.4407,56.7688,1.5233,19.7,44.7,1602398369,0.0,85.8749,50000,0.002,1081.6,0,7.9,49.4085
30.4213,40.4786,58.8915,1.5856,24.1,28.8,1602398382,0.0,85.0044,50000,0.002,1081.6,0,7.9,49.463
32.4013,40.9816,59.5172,1.5604,18.5,46.3,1602398395,0.0,85.012,50000,0.002,1081.6,0,7.9,48.5583
27.5444,40.9987,70.0718,1.535,18.3,46.1,1602398408,0.0,85.0087,50000,0.002,1081.6,0,7.9,48.5336
28.2837,40.8917,67.3654,1.5477,18.8,45.7,1602398421,0.0,84.9721,50000,0.002,1081.6,0,7.9,48.5318
27.1036,41.1242,60.5145,1.5538,20.7,41.0,1602398434,0.0,84.9572,50000,0.002,1081.6,0,7.9,48.4825
7.7527,40.2812,14.2843,1.5971,4.5,5.0,1602398993,0.0,85.8455,3125,0.032,238.9,0,1.3,49.5423
13.7837,40.3145,15.214,1.6027,7.2,12.0,1602399006,0.0,85.8512,3125,0.032,238.9,0,1.3,49.5521
6.6242,40.3175,12.1878,1.6032,6.6,12.3,1602399019,0.0,85.8495,3125,0.032,238.9,0,1.3,49.554
8.3307,40.328,15.517,1.518,8.0,12.4,1602399032,0.0,84.9931,3125,0.032,238.9,0,1.3,49.4518
5.9003,40.3328,11.742,1.518,7.2,12.6,1602399045,0.0,84.9942,3125,0.032,238.9,0,1.3,49.4561
6.3643,40.3404,13.9343,1.5243,6.9,12.1,1602399058,0.0,84.988,3125,0.032,238.9,0,1.3,48.5806
10.1694,40.6297,12.8426,1.3168,6.6,11.2,1602399071,0.0,84.98,3125,0.032,238.9,0,1.3,48.3387
6.3141,40.6327,13.068,1.3168,6.7,11.7,1602399084,0.0,84.9594,3125,0.032,238.9,0,1.3,48.3211
6.3084,39.4758,11.1573,1.3307,46.6,55.8,1602399630,0.0,86.1377,6250,0.016,469.4,0,1.5,49.1762
10.3469,39.4846,22.9712,1.3466,10.7,21.8,1602399643,0.0,86.1344,6250,0.016,469.4,0,1.5,49.1991
12.7929,39.4977,30.0389,1.3466,10.4,33.5,1602399656,0.0,85.3887,6250,0.016,469.4,0,1.5,49.1907
13.2545,39.5036,29.9709,1.3534,10.6,22.6,1602399669,0.0,85.2886,6250,0.016,469.4,0,1.5,48.3427
11.6854,39.8164,26.774,1.3764,10.7,20.2,1602399682,0.0,85.2857,6250,0.016,469.4,0,1.5,48.3451
12.2702,39.8236,27.4037,1.37,10.1,19.5,1602399695,0.0,85.2834,6250,0.016,469.4,0,1.5,48.3449
12.2831,39.8401,28.5066,1.3886,10.2,21.1,1602399708,0.0,85.2733,6250,0.016,469.4,0,1.5,48.3674
12.56,39.8539,27.2028,1.3762,10.8,21.1,1602399721,0.0,85.2644,6250,0.016,469.4,0,1.5,48.3481
12.7214,39.6422,24.555,1.4793,52.2,30.1,1602400280,0.0,86.5828,9375,0.012,631.5,0,1.7,49.4099
17.6957,39.6847,27.7661,1.3645,25.4,27.1,1602400293,0.0,86.5688,9375,0.012,631.5,0,1.7,49.3011
13.9116,39.7073,33.4991,1.3953,12.3,26.4,1602400306,0.0,86.5821,9375,0.012,631.5,0,1.7,49.337
16.0293,39.7256,38.1291,1.4499,13.3,24.8,1602400319,0.0,85.7045,9375,0.012,631.5,0,1.7,49.3867
16.8908,39.7584,36.2964,1.364,12.4,26.9,1602400332,0.0,85.695,9375,0.012,631.5,0,1.7,48.5806
15.8487,39.8382,35.2779,1.3821,12.7,27.7,1602400345,0.0,85.6964,9375,0.012,631.5,0,1.7,48.4128
23.2972,40.1363,40.5635,1.3577,12.1,26.3,1602400358,0.0,85.6806,9375,0.012,631.5,0,1.7,48.4064
13.4599,40.1501,40.6748,1.3884,11.7,26.3,1602400371,0.0,85.6813,9375,0.012,631.5,0,1.7,48.4285
14.6513,40.1574,30.1521,1.3947,12.3,28.1,1602400384,0.0,85.6525,9375,0.012,631.5,0,1.7,48.4494
5.6921,40.0952,11.776,1.5051,4.8,15.9,1602401008,0.0,86.8175,12500,0.008,939.2,0,2.4,49.5798
24.9982,40.1494,57.4118,1.5168,18.4,38.7,1602401021,0.0,86.8043,12500,0.008,939.2,0,2.4,49.6154
34.9358,40.432,53.8752,1.4494,31.6,36.5,1602401034,0.0,85.9533,12500,0.008,939.2,0,2.4,49.5436
22.6889,40.454,54.1605,1.4551,16.8,39.6,1602401047,0.0,85.9513,12500,0.008,939.2,0,2.4,48.6552
24.7898,40.4629,49.068,1.5105,17.9,37.0,1602401060,0.0,85.9364,12500,0.008,939.2,0,2.4,48.7206
27.6808,40.5635,57.0745,1.5283,18.0,37.3,1602401073,0.0,85.9334,12500,0.008,939.2,0,2.4,48.7387
27.3923,40.8016,63.0654,1.5521,18.8,39.5,1602401086,0.0,85.9012,12500,0.008,939.2,0,2.4,48.7547
33.2824,40.7798,54.5931,1.5217,21.0,39.4,1602401099,0.0,85.8779,12500,0.008,939.2,0,2.4,48.7175
19.6984,40.2882,23.2027,1.6037,7.1,16.2,1602401658,0.0,87.2006,50000,0.002,1099.6,0,3.2,49.6934
22.3993,40.3015,58.9965,1.5085,19.1,47.6,1602401671,0.0,87.2064,50000,0.002,1099.6,0,3.2,49.6152
28.9749,40.3149,67.9605,1.548,18.2,46.3,1602401684,0.0,87.2064,50000,0.002,1099.6,0,3.2,49.6307
25.5652,40.4214,73.319,1.5538,22.2,42.7,1602401697,0.0,86.2848,50000,0.002,1099.6,0,3.2,48.7615
34.7594,40.6871,62.8235,1.524,25.1,45.6,1602401710,0.0,86.2996,50000,0.002,1099.6,0,3.2,48.7314
38.1942,40.8084,66.8002,1.5113,19.2,47.5,1602401723,0.0,86.3132,50000,0.002,1099.6,0,3.2,48.7229
28.414,40.8281,73.4567,1.4786,18.2,47.7,1602401736,0.0,86.2996,50000,0.002,1099.6,0,3.2,48.6927
22.7972,40.8344,56.9434,1.5231,20.2,42.1,1602401749,0.0,86.2749,50000,0.002,1099.6,0,3.2,48.7421
10.4275,40.4707,26.8764,1.572,4.1,21.3,1602402308,0.0,87.6818,3125,0.032,238.9,0,1.3,49.6551
5.8845,40.4772,13.2222,1.5722,13.1,12.4,1602402321,0.0,87.687,3125,0.032,238.9,0,1.3,49.6593
7.6747,40.3291,13.0259,1.5722,18.0,11.8,1602402334,0.0,87.6801,3125,0.032,238.9,0,1.3,49.6523
7.3187,40.569,16.0726,1.5481,7.2,14.3,1602402347,0.0,87.6846,3125,0.032,238.9,0,1.3,48.7234
6.4839,40.5742,11.7412,1.5554,6.3,10.7,1602402360,0.0,87.6817,3125,0.032,238.9,0,1.3,48.7356
6.8701,40.5817,12.4286,1.2856,6.9,13.1,1602402373,0.0,86.821,3125,0.032,238.9,0,1.3,48.4328
6.728,40.5902,14.3086,1.2856,6.7,11.5,1602402386,0.0,86.8148,3125,0.032,238.9,0,1.3,48.4227
8.7488,40.882,12.5928,1.2856,12.8,11.2,1602402399,0.0,86.7955,3125,0.032,238.9,0,1.3,48.3996
12.0986,39.6811,17.9094,1.3299,72.1,73.1,1602402945,0.0,88.3749,6250,0.016,469.4,0,1.5,49.3478
7.9366,39.6915,19.8646,1.3477,9.9,23.3,1602402958,0.0,88.3371,6250,0.016,469.4,0,1.5,49.3518
12.6035,39.7205,29.7778,1.3777,10.0,21.8,1602402971,0.0,88.3551,6250,0.016,469.4,0,1.5,49.347
12.5563,39.7404,29.7037,1.3895,10.3,39.1,1602402984,0.0,87.4993,6250,0.016,469.4,0,1.5,49.3928
11.3153,39.7635,26.7189,1.3592,13.6,21.2,1602402997,0.0,87.5,6250,0.016,469.4,0,1.5,48.4993
15.8723,40.0207,27.9974,1.3834,9.6,20.2,1602403010,0.0,87.5005,6250,0.016,469.4,0,1.5,48.512
9.9966,40.0436,25.01,1.377,10.8,21.5,1602403023,0.0,87.5081,6250,0.016,469.4,0,1.5,48.5046
10.8311,40.0722,27.8058,1.3956,9.4,21.2,1602403036,0.0,87.509,6250,0.016,469.4,0,1.5,48.4553
12.5878,40.0898,25.2469,1.3589,9.0,18.9,1602403049,0.0,87.5138,6250,0.016,469.4,0,1.5,48.4718
8.0989,40.2766,24.7865,1.3666,20.3,26.1,1602403608,0.0,88.9362,9375,0.012,631.5,0,1.7,49.4282
21.7908,40.3633,34.5097,1.3866,12.5,26.3,1602403621,0.0,88.9451,9375,0.012,631.5,0,1.7,49.467
16.3694,40.3727,38.2258,1.4238,11.8,25.9,1602403634,0.0,88.9476,9375,0.012,631.5,0,1.7,49.4542
15.9398,40.3892,35.7582,1.3685,11.7,26.1,1602403647,0.0,88.0358,9375,0.012,631.5,0,1.7,48.5765
13.9547,40.3986,37.6161,1.4049,12.2,27.5,1602403660,0.0,88.0277,9375,0.012,631.5,0,1.7,48.5952
15.0885,40.4604,38.2657,1.3987,13.0,26.5,1602403673,0.0,88.0071,9375,0.012,631.5,0,1.7,48.5889
21.2341,40.8077,36.4129,1.3929,12.3,27.1,1602403686,0.0,87.9827,9375,0.012,631.5,0,1.7,48.5831
14.6489,40.812,39.2969,1.3686,12.3,27.2,1602403699,0.0,87.971,9375,0.012,631.5,0,1.7,48.5493
15.6682,40.8035,34.8408,1.3928,10.8,23.0,1602403712,0.0,87.8835,9375,0.012,631.5,0,1.7,48.528
9.3342,40.4639,16.69,1.5476,3.8,5.7,1602404323,0.0,89.0776,12500,0.008,939.2,0,4.7,49.6471
20.6526,40.4746,58.8541,1.4917,17.3,40.4,1602404336,0.0,89.0714,12500,0.008,939.2,0,4.7,49.6223
28.1837,40.3974,54.8362,1.5175,40.2,36.0,1602404349,0.0,88.2313,12500,0.008,939.2,0,4.7,48.8629
30.7448,40.8996,54.8087,1.5047,16.7,37.5,1602404362,0.0,88.2497,12500,0.008,939.2,0,4.7,48.8084
22.1397,40.8373,53.1629,1.5297,16.6,37.9,1602404375,0.0,88.2393,12500,0.008,939.2,0,4.7,48.8355
22.257,40.8478,51.8182,1.4615,16.9,37.3,1602404388,0.0,88.2137,12500,0.008,939.2,0,4.7,48.7769
24.8912,41.0364,47.8687,1.4734,19.4,38.7,1602404401,0.0,88.1922,12500,0.008,939.2,0,4.7,48.7746
25.6136,41.0345,63.2936,1.4981,18.1,38.0,1602404414,0.0,88.178,12500,0.008,939.2,0,4.7,48.7865
26.584,40.5286,36.9401,1.5374,9.1,21.5,1602404973,0.0,89.3026,50000,0.002,1093.5,0,4.1,49.8175
23.2036,40.7561,64.7072,1.5174,17.9,39.5,1602404986,0.0,89.312,50000,0.002,1093.5,0,4.1,49.8199
30.4478,40.7737,68.8232,1.5663,19.7,46.8,1602404999,0.0,89.3211,50000,0.002,1093.5,0,4.1,49.8681
27.9963,40.8272,59.9772,1.519,19.1,53.1,1602405012,0.0,89.3116,50000,0.002,1093.5,0,4.1,49.8213
28.589,40.9773,56.3567,1.5301,20.8,41.9,1602405025,0.0,88.4451,50000,0.002,1093.5,0,4.1,49.8373
25.6725,41.2021,63.5081,1.5714,29.6,39.9,1602405038,0.0,88.4652,50000,0.002,1093.5,0,4.1,48.9555
28.0945,41.2801,61.1896,1.5416,19.1,40.3,1602405051,0.0,88.4513,50000,0.002,1093.5,0,4.1,48.9374
22.1854,41.2785,66.413,1.5116,19.3,46.5,1602405064,0.0,88.4359,50000,0.002,1093.5,0,4.1,48.8842
25.089,41.3667,58.0581,1.5238,9.8,24.3,1602405077,0.0,88.3979,50000,0.002,1093.5,0,4.1,48.8831
19.3389,40.7801,40.2684,1.5963,10.5,27.8,1602405623,0.0,89.5728,3125,0.032,238.9,0,1.3,49.8573
6.4898,40.7868,12.2826,1.5968,6.7,12.4,1602405636,0.0,89.5842,3125,0.032,238.9,0,1.3,49.8668
6.2001,40.5637,15.2157,1.5968,6.7,11.2,1602405649,0.0,89.5883,3125,0.032,238.9,0,1.3,49.8609
13.3528,40.7782,13.243,1.5968,9.5,14.5,1602405662,0.0,88.7082,3125,0.032,238.9,0,1.3,49.866
6.1171,40.7819,14.8953,1.524,6.7,10.9,1602405675,0.0,88.6949,3125,0.032,238.9,0,1.3,49.781
6.6156,40.7826,12.8625,1.524,6.8,11.6,1602405688,0.0,88.7166,3125,0.032,238.9,0,1.3,48.9062
7.0459,40.7893,13.5981,1.3348,7.0,11.9,1602405701,0.0,88.6966,3125,0.032,238.9,0,1.3,48.6791
6.5153,40.7946,12.6154,1.3348,7.0,11.6,1602405714,0.0,88.6846,3125,0.032,238.9,0,1.3,48.6647
9.0931,39.862,14.6919,1.329,10.1,18.6,1602406273,0.0,89.9721,6250,0.016,469.4,0,1.5,49.5165
11.9701,39.8744,26.9085,1.3541,10.6,22.4,1602406286,0.0,89.9703,6250,0.016,469.4,0,1.5,49.5685
12.5047,39.8794,27.4561,1.3525,11.0,23.0,1602406299,0.0,89.1069,6250,0.016,469.4,0,1.5,48.6643
10.8765,39.8897,28.8232,1.3469,12.8,20.3,1602406312,0.0,89.1041,6250,0.016,469.4,0,1.5,48.6807
11.9547,39.8946,25.8645,1.3586,10.5,20.7,1602406325,0.0,89.111,6250,0.016,469.4,0,1.5,48.6831
10.8433,40.0581,25.3366,1.383,10.4,21.0,1602406338,0.0,89.1042,6250,0.016,469.4,0,1.5,48.6987
12.4695,40.0684,29.3169,1.3711,9.7,20.9,1602406351,0.0,89.0811,6250,0.016,469.4,0,1.5,48.663
11.3772,40.0713,29.1203,1.3528,9.9,20.9,1602406364,0.0,89.0723,6250,0.016,469.4,0,1.5,48.6179
5.4057,40.1887,10.979,1.452,16.6,20.1,1602406923,0.0,90.1285,9375,0.012,631.5,0,1.7,49.7938
16.0699,40.0651,39.335,1.4754,12.4,26.3,1602406936,0.0,90.1261,9375,0.012,631.5,0,1.7,49.8351
23.6908,40.3383,37.7765,1.4339,14.2,26.8,1602406949,0.0,89.2663,9375,0.012,631.5,0,1.7,49.8098
15.2275,40.3485,35.4652,1.4083,11.7,25.9,1602406962,0.0,89.2578,9375,0.012,631.5,0,1.7,48.8637
18.4166,40.3573,36.4355,1.4142,12.5,27.2,1602406975,0.0,89.2597,9375,0.012,631.5,0,1.7,48.8669
19.1102,40.3837,32.5918,1.3614,13.9,28.0,1602406988,0.0,89.2502,9375,0.012,631.5,0,1.7,48.8293
23.427,40.7394,37.6979,1.3665,24.2,26.1,1602407001,0.0,89.2389,9375,0.012,631.5,0,1.7,48.8226
16.5217,40.747,33.3963,1.3862,12.2,26.4,1602407014,0.0,89.2236,9375,0.012,631.5,0,1.7,48.8385
15.3567,40.7652,40.7877,1.3968,13.0,27.4,1602407027,0.0,89.161,9375,0.012,631.5,0,1.7,48.7844
12.4557,40.5014,27.8235,1.5112,6.7,12.3,1602407638,0.0,90.3623,12500,0.008,939.2,0,2.3,49.8242
20.3737,40.5142,46.9754,1.4924,17.8,39.2,1602407651,0.0,90.3581,12500,0.008,939.2,0,2.3,49.8242
25.8173,40.355,54.3012,1.517,35.0,38.2,1602407664,0.0,89.8213,12500,0.008,939.2,0,2.3,49.8779
23.2633,40.4949,50.1002,1.4919,17.7,36.7,1602407677,0.0,89.4801,12500,0.008,939.2,0,2.3,48.9491
36.0307,40.8235,49.3768,1.4431,17.2,38.7,1602407690,0.0,89.4868,12500,0.008,939.2,0,2.3,48.9091
21.9962,40.8465,45.5308,1.4998,17.4,36.7,1602407703,0.0,89.4753,12500,0.008,939.2,0,2.3,48.9768
22.8845,40.9038,54.6394,1.5344,19.6,39.4,1602407716,0.0,89.4451,12500,0.008,939.2,0,2.3,49.0011
30.4195,41.0357,52.8358,1.54,17.9,37.4,1602407729,0.0,89.4309,12500,0.008,939.2,0,2.3,48.9861
27.1514,41.1153,43.0869,1.5041,28.3,28.8,1602407742,0.0,89.336,12500,0.008,939.2,0,2.3,48.9166
34.9139,40.8344,69.0762,1.4908,32.5,47.2,1602408301,0.0,90.5367,50000,0.002,1100.0,0,3.3,49.9046
24.104,40.8463,62.1461,1.5446,18.2,40.4,1602408314,0.0,90.5304,50000,0.002,1100.0,0,3.3,49.9608
23.5351,40.8532,59.6507,1.5331,19.2,38.2,1602408327,0.0,89.9233,50000,0.002,1100.0,0,3.3,49.9582
29.3499,40.947,70.6096,1.5049,23.8,45.6,1602408340,0.0,89.6329,50000,0.002,1100.0,0,3.3,49.9182
26.6857,41.1362,66.0065,1.5174,19.0,46.5,1602408353,0.0,89.6349,50000,0.002,1100.0,0,3.3,49.0263
34.7931,41.3756,66.368,1.5364,18.4,44.0,1602408366,0.0,89.6535,50000,0.002,1100.0,0,3.3,49.053
